account_id,customer_id,institution_id,account_number,account_type,account_status,account_open_date,available_balance
ACC004164,CUS003984,INS000002,1210315538316153,Savings,Inactive,2023-11-10,24436.94
ACC004165,CUS008862,INS000001,9083022377964439,Savings,Active,2022-11-08,80534.56
ACC004166,CUS008535,INS000001,1209237170354807,Savings,Active,2019-02-11,12918.14
ACC004167,CUS008276,INS000001,1999319640760150,Savings,Inactive,2020-02-15,14634.01
ACC004168,CUS004945,INS000001,0438528691413270,Salary,Active,2021-07-26,6246.82
ACC004169,CUS002458,INS000001,4391798303231109,Current,Active,2019-05-06,49398.82
ACC004170,CUS006073,INS000002,3878812956563597,Savings,Active,2026-04-03,8613.86
ACC004171,CUS004079,INS000003,2931236892975698,Savings,Active,2022-09-20,11261.84
ACC004172,CUS007207,INS000003,8647149497469237,Savings,Active,2023-03-26,46516.26
ACC004173,CUS004093,INS000001,6017943433780489,Savings,Active,2021-12-24,33919.61
ACC004174,CUS002081,INS000002,0729312286835120,Savings,Active,2025-05-29,4175.81
ACC004175,CUS001744,INS000001,4256344312169090,Current,Active,2020-09-18,37806.44
ACC004176,CUS004885,INS000004,7939690682870076,Savings,Active,2019-05-08,16947.61
ACC004177,CUS003250,INS000005,2599621492614251,Current,Active,2026-07-23,19800.76
ACC004178,CUS004480,INS000003,9486756836333193,Salary,Active,2021-08-11,94554.56
ACC004179,CUS008147,INS000002,3382466093732820,Savings,Active,2020-12-12,51783.04
ACC004180,CUS007868,INS000001,1550675201860321,Savings,Active,2024-05-18,74386.9
ACC004181,CUS008407,INS000003,4465449986906522,Salary,Active,2023-07-05,8415.59
ACC004182,CUS004954,INS000005,7204381412145566,Savings,Inactive,2021-03-27,96180.74
ACC004183,CUS008876,INS000003,4457720080508045,Savings,Active,2020-09-29,9993.54
ACC004184,CUS006351,INS000002,8954285231589983,Salary,Active,2019-05-15,10724.85
ACC004185,CUS009504,INS000003,2242849738666160,Savings,Active,2026-03-17,20009.23
ACC004186,CUS000571,INS000002,1079450985499157,Savings,Active,2019-09-25,37942.77
ACC004187,CUS008039,INS000001,9561957217894026,Savings,Active,2022-03-07,77263.47
ACC004188,CUS003308,INS000004,6765438853805334,Salary,Active,2026-05-30,20969.82
ACC004189,CUS005713,INS000003,3265882768815088,Current,Active,2020-11-09,126571.04
ACC004190,CUS002477,INS000001,5002999077658280,Savings,Active,2022-05-22,173928.5
ACC004191,CUS006071,INS000003,7273586742805886,Savings,Inactive,2022-07-09,6791.74
ACC004192,CUS000552,INS000002,9150309137128379,Savings,Active,2023-02-23,85065.73
ACC004193,CUS007330,INS000001,0002736379358944,Salary,Active,2026-04-07,24999.65
ACC004194,CUS008305,INS000003,1437259849419228,Current,Active,2022-07-28,61057.68
ACC004195,CUS009740,INS000004,9285027494060678,Savings,Active,2020-01-17,7564.49
ACC004196,CUS002046,INS000004,3703939687671223,Salary,Active,2019-10-11,75736.72
ACC004197,CUS006616,INS000005,7392203075057026,Salary,Active,2021-03-11,12811.83
ACC004198,CUS003337,INS000004,6079029807812160,Current,Active,2021-11-12,66735.2
ACC004199,CUS006036,INS000003,4901892650039915,Salary,Active,2021-09-18,21071.76
ACC004200,CUS005209,INS000005,6834347113513959,Savings,Inactive,2023-07-10,19384.76
ACC004201,CUS005487,INS000003,2746816202688371,Current,Active,2023-02-21,22006.71
ACC004202,CUS000216,INS000003,5714069247112351,Savings,Active,2023-06-17,46540.86
ACC004203,CUS008462,INS000003,7359572449376313,Current,Active,2024-04-24,22002.59
ACC004204,CUS009017,INS000003,1085560499176549,Salary,Active,2021-12-12,40243.54
ACC004205,CUS006902,INS000005,4177758231658647,Savings,Active,2021-03-19,22184.3
ACC004206,CUS008491,INS000001,0260168047436946,Current,Inactive,2023-05-08,6547.99
ACC004207,CUS001238,INS000001,8054635415305386,Savings,Active,2024-08-27,30434.22
ACC004208,CUS007003,INS000005,3772539291469685,Savings,Active,2019-03-20,33428.71
ACC004209,CUS006208,INS000002,1267390869438374,Savings,Inactive,2022-06-23,5343.7
ACC004210,CUS000770,INS000001,0255284003532445,Savings,Active,2023-12-23,15915.9
ACC004211,CUS006774,INS000005,7688335166077386,Savings,Active,2024-10-24,44814.44
ACC004212,CUS006976,INS000001,6737886867197132,Savings,Active,2020-09-04,25175.2
ACC004213,CUS009705,INS000002,0923267722767232,Savings,Active,2020-01-20,33352.43
ACC004214,CUS008520,INS000002,3290756818819557,Savings,Active,2021-09-30,14630.51
ACC004215,CUS006680,INS000004,7447696190169210,Current,Active,2019-01-23,11344.1
ACC004216,CUS001410,INS000001,9830924500496870,Savings,Active,2025-07-03,30580.51
ACC004217,CUS003387,INS000003,8936162227002616,Savings,Active,2022-02-09,1060.18
ACC004218,CUS004710,INS000001,6953432950646001,Current,Active,2025-03-08,36082.41
ACC004219,CUS006108,INS000005,5516607289865830,Current,Active,2021-06-12,61934.89
ACC004220,CUS000418,INS000002,9836641650765673,Current,Inactive,2019-06-12,45046.71
ACC004221,CUS006456,INS000003,8575171452241491,Current,Active,2024-01-31,22214.81
ACC004222,CUS009676,INS000004,0905390400444181,Savings,Inactive,2025-11-02,66975.43
ACC004223,CUS000370,INS000005,7693508370065868,Salary,Active,2021-10-17,65713.96
ACC004224,CUS002053,INS000001,9233792063807696,Salary,Active,2023-03-02,4950.27
ACC004225,CUS000109,INS000003,9729006438428239,Current,Active,2020-04-11,14932.29
ACC004226,CUS001916,INS000005,6391638888705276,Savings,Active,2021-07-20,24326.15
ACC004227,CUS000183,INS000001,8373548669142554,Savings,Active,2023-01-11,26244.48
ACC004228,CUS003364,INS000001,2555992853387657,Current,Active,2026-01-16,37771.21
ACC004229,CUS002888,INS000001,5824083415858393,Savings,Active,2020-10-22,36944.11
ACC004230,CUS008030,INS000001,6605537829159507,Savings,Active,2024-02-01,25963.4
ACC004231,CUS005815,INS000005,1627854742905789,Salary,Active,2025-11-29,41874.86
ACC004232,CUS009301,INS000002,5842952496726961,Savings,Active,2019-08-17,18451.53
ACC004233,CUS009390,INS000005,9123805083350425,Savings,Inactive,2023-07-14,87968.18
ACC004234,CUS008756,INS000003,8538683511903593,Salary,Active,2019-05-24,139457.61
ACC004235,CUS007906,INS000004,7563885685319355,Current,Active,2021-12-05,78242.56
ACC004236,CUS000644,INS000003,6429277823681314,Savings,Active,2019-04-20,45610.84
ACC004237,CUS004280,INS000003,3420424939768484,Savings,Active,2024-07-29,31608.16
ACC004238,CUS001291,INS000002,9000603229698931,Current,Active,2021-05-22,21133.35
ACC004239,CUS002518,INS000004,4566252825164653,Current,Inactive,2026-02-06,43167.15
ACC004240,CUS003177,INS000001,0193844047751525,Current,Active,2023-06-20,28520.93
ACC004241,CUS007869,INS000002,6628852530216738,Savings,Active,2019-06-23,65557.44
ACC004242,CUS009879,INS000005,0476778390183844,Current,Active,2020-10-22,14255.8
ACC004243,CUS007550,INS000005,0390103490225590,Savings,Active,2023-12-18,67744.73
ACC004244,CUS003185,INS000003,6188722353033679,Salary,Active,2021-01-28,32648.85
ACC004245,CUS008478,INS000001,8328916612681182,Savings,Active,2023-06-23,39447.43
ACC004246,CUS000123,INS000005,4932832557444569,Savings,Active,2022-02-09,17251.58
ACC004247,CUS008153,INS000004,3583541032678879,Savings,Active,2023-12-30,20999.02
ACC004248,CUS006141,INS000005,6611301444410486,Current,Active,2019-01-30,49263.11
ACC004249,CUS000088,INS000001,8906376614489065,Current,Inactive,2018-11-25,91001.57
ACC004250,CUS000542,INS000002,9379301310571699,Savings,Active,2024-06-09,3358.71
ACC004251,CUS008172,INS000005,4391856867484758,Savings,Active,2024-07-24,21631.81
ACC004252,CUS004048,INS000004,6218754065702245,Savings,Active,2019-04-20,5270.73
ACC004253,CUS009084,INS000001,8527713059761801,Savings,Active,2019-05-25,16809.44
ACC004254,CUS006027,INS000001,5513341231503377,Savings,Active,2021-01-29,48804.26
ACC004255,CUS009801,INS000003,7474673896000320,Salary,Active,2021-05-17,45903.21
ACC004256,CUS004516,INS000001,6631771228044241,Current,Closed,2022-07-25,90018.34
ACC004257,CUS003696,INS000005,6607299895534575,Salary,Active,2024-11-15,27602.22
ACC004258,CUS000692,INS000005,6834822778934843,Salary,Active,2026-05-28,4044.0
ACC004259,CUS004613,INS000001,3336248900019093,Savings,Active,2024-11-03,26338.02
ACC004260,CUS008906,INS000001,8761473322063399,Savings,Active,2025-03-12,69406.44
ACC004261,CUS001280,INS000002,5341034555014530,Salary,Active,2024-02-04,60851.7
ACC004262,CUS000916,INS000005,7300229007737655,Savings,Active,2022-01-01,45540.72
ACC004263,CUS004196,INS000005,5044622036999575,Savings,Inactive,2022-03-17,16773.04
ACC004264,CUS007156,INS000005,3802999120280213,Savings,Active,2025-08-11,82240.69
ACC004265,CUS001305,INS000003,2640116628927930,Savings,Active,2024-10-31,25236.33
ACC004266,CUS001257,INS000004,8155507861308585,Savings,Active,2020-05-22,5731.03
ACC004267,CUS002818,INS000004,0017692099072780,Savings,Active,2024-12-02,12762.12
ACC004268,CUS009100,INS000003,9085259463089646,Savings,Active,2024-10-10,32836.52
ACC004269,CUS000028,INS000002,9624341349992554,Savings,Active,2024-01-23,7373.53
ACC004270,CUS006188,INS000002,9595289216722340,Current,Active,2021-01-18,12617.8
ACC004271,CUS006455,INS000004,2879573637599532,Savings,Active,2020-11-15,8802.5
ACC004272,CUS003976,INS000002,4668967613617369,Savings,Active,2021-08-03,31878.41
ACC004273,CUS006012,INS000001,6540356874291293,Savings,Active,2021-08-01,11385.53
ACC004274,CUS001397,INS000002,0431130121550017,Savings,Inactive,2019-06-24,41559.16
ACC004275,CUS001068,INS000005,9225664187429488,Current,Active,2022-07-10,22799.36
ACC004276,CUS008203,INS000001,0640685806984349,Current,Active,2026-04-30,2710.29
ACC004277,CUS003784,INS000005,5979582324711462,Savings,Active,2025-08-09,20979.65
ACC004278,CUS009115,INS000005,7720807948355381,Savings,Active,2021-01-22,8553.0
ACC004279,CUS004601,INS000003,0666128164132096,Savings,Active,2019-02-18,38506.71
ACC004280,CUS005589,INS000001,3587921295916039,Savings,Active,2022-05-06,13970.51
ACC004281,CUS009337,INS000003,9898905215257419,Savings,Active,2021-03-13,57295.29
ACC004282,CUS008091,INS000005,2291534619198787,Savings,Active,2022-06-17,76979.39
ACC004283,CUS007182,INS000004,5827356232610027,Savings,Active,2021-10-06,10831.33
ACC004284,CUS006621,INS000004,0314425101109005,Salary,Active,2025-11-09,57977.0
ACC004285,CUS005528,INS000003,3709861729288322,Salary,Active,2019-11-23,9393.04
ACC004286,CUS006720,INS000004,9837461220707319,Savings,Active,2025-09-20,20019.22
ACC004287,CUS006808,INS000002,7175762837967566,Current,Active,2021-03-15,18056.01
ACC004288,CUS005878,INS000005,3763733547240189,Savings,Active,2024-03-01,13324.17
ACC004289,CUS001922,INS000004,1599108568861555,Savings,Inactive,2022-08-16,31684.3
ACC004290,CUS004020,INS000001,3513592076679889,Savings,Active,2025-12-16,73238.79
ACC004291,CUS008460,INS000001,9684275846623449,Savings,Active,2026-04-22,35056.61
ACC004292,CUS004289,INS000004,6227876187057081,Salary,Active,2024-11-17,20432.4
ACC004293,CUS004053,INS000001,0913434296643121,Savings,Active,2025-08-01,5708.31
ACC004294,CUS005085,INS000001,8851821642000909,Savings,Inactive,2024-09-24,1791.39
ACC004295,CUS000094,INS000003,8786972809957810,Current,Active,2022-07-22,16097.76
ACC004296,CUS008490,INS000002,1035304847697397,Savings,Active,2023-10-21,4267.74
ACC004297,CUS008705,INS000005,1647990974223502,Current,Active,2022-05-05,7130.12
ACC004298,CUS007574,INS000005,9139302392914967,Savings,Active,2025-04-11,27680.83
ACC004299,CUS000909,INS000001,3310600962159480,Savings,Active,2023-10-03,7274.58
ACC004300,CUS002254,INS000001,5869195639386516,Current,Active,2026-02-05,11182.15
ACC004301,CUS002026,INS000005,0486912906582821,Savings,Active,2024-02-09,28229.6
ACC004302,CUS004320,INS000003,1359161365705948,Savings,Active,2026-05-20,28551.19
ACC004303,CUS006182,INS000001,2929847835016939,Salary,Active,2024-11-01,15017.34
ACC004304,CUS000820,INS000004,3361590726671625,Savings,Active,2023-03-22,4762.95
ACC004305,CUS003565,INS000005,6266578165745802,Savings,Active,2025-07-29,14544.02
ACC004306,CUS008303,INS000003,8240210192370266,Savings,Inactive,2020-10-28,25318.77
ACC004307,CUS003544,INS000004,9191572652136524,Savings,Active,2021-06-10,22687.07
ACC004308,CUS006636,INS000005,3943568400658615,Savings,Active,2018-09-27,61593.42
ACC004309,CUS000667,INS000005,8435814918824367,Savings,Active,2019-10-13,13126.85
ACC004310,CUS002146,INS000005,5800662277121020,Savings,Active,2025-05-04,5592.0
ACC004311,CUS005821,INS000005,7432105690171645,Savings,Active,2024-07-31,16029.76
ACC004312,CUS005117,INS000005,4411251738417502,Current,Active,2024-01-19,15222.68
ACC004313,CUS006742,INS000005,2783116952359392,Savings,Active,2025-04-20,24694.26
ACC004314,CUS003646,INS000002,2090324007212187,Current,Active,2023-06-30,84046.68
ACC004315,CUS000259,INS000002,8542702094557463,Savings,Active,2020-10-04,7357.99
ACC004316,CUS003534,INS000001,9904331682077852,Savings,Active,2020-01-20,30820.71
ACC004317,CUS006503,INS000001,7532061341927133,Savings,Active,2020-03-22,33476.49
ACC004318,CUS006612,INS000002,9745021453115974,Current,Active,2023-06-06,17636.49
ACC004319,CUS009705,INS000002,9786643913261455,Savings,Active,2021-04-29,23426.94
ACC004320,CUS005690,INS000001,0925408345129195,Savings,Active,2024-04-20,21080.79
ACC004321,CUS009374,INS000001,8709526362742258,Savings,Active,2023-05-28,22832.55
ACC004322,CUS002283,INS000003,5396350299835570,Savings,Active,2023-01-06,182723.98
ACC004323,CUS001875,INS000001,8747652868384324,Salary,Closed,2026-03-11,36945.3
ACC004324,CUS009087,INS000001,7611434383350689,Savings,Active,2023-01-29,8338.37
ACC004325,CUS000957,INS000005,7444687174909552,Savings,Active,2018-08-21,23808.97
ACC004326,CUS005532,INS000003,9807179653217091,Savings,Active,2025-05-09,277084.58
ACC004327,CUS004490,INS000001,1778649646588949,Salary,Active,2022-03-19,18578.7
ACC004328,CUS005264,INS000001,2147585704099264,Current,Active,2026-03-22,979.44
ACC004329,CUS005023,INS000002,3690258552516129,Savings,Active,2020-12-22,10846.94
ACC004330,CUS002058,INS000002,5401795598983437,Savings,Active,2026-03-30,17806.06
ACC004331,CUS002378,INS000001,0241052835963300,Savings,Active,2022-04-27,18439.02
ACC004332,CUS009372,INS000004,3741727147780960,Savings,Inactive,2023-12-02,101100.85
ACC004333,CUS000530,INS000005,2015812870479320,Savings,Active,2024-07-16,35428.21
ACC004334,CUS003563,INS000004,0242636326184760,Current,Inactive,2020-10-05,12944.63
ACC004335,CUS009152,INS000002,6937121835384127,Savings,Inactive,2026-02-01,33272.09
ACC004336,CUS000264,INS000001,3106381518049637,Savings,Active,2022-08-23,16911.09
ACC004337,CUS000478,INS000001,7027002100580998,Savings,Active,2022-11-11,17232.79
ACC004338,CUS008548,INS000005,2626656804285038,Salary,Active,2019-01-25,91099.53
ACC004339,CUS008255,INS000004,8536717653473835,Savings,Active,2026-06-02,115708.66
ACC004340,CUS004173,INS000003,2141804718830310,Current,Active,2023-06-28,37889.56
ACC004341,CUS001944,INS000004,1127470540985670,Savings,Active,2022-10-05,12001.43
ACC004342,CUS007623,INS000001,6215446479761857,Savings,Inactive,2022-05-19,115799.19
ACC004343,CUS002061,INS000005,4386625028451818,Salary,Inactive,2022-05-26,34931.54
ACC004344,CUS001715,INS000004,5381243831141009,Current,Active,2021-10-14,26942.5
ACC004345,CUS003915,INS000004,5782941997653048,Savings,Active,2022-02-03,11070.26
ACC004346,CUS008861,INS000002,2721550396801168,Savings,Active,2024-12-25,18967.37
ACC004347,CUS003600,INS000004,2187406492207355,Savings,Active,2022-09-19,217242.7
ACC004348,CUS008660,INS000004,6202294945131989,Savings,Active,2024-06-02,3243.93
ACC004349,CUS004437,INS000001,4847071730215601,Savings,Active,2024-10-18,372001.78
ACC004350,CUS003127,INS000003,3994765984576210,Savings,Inactive,2026-01-29,117921.29
ACC004351,CUS007502,INS000003,5206810696138734,Savings,Active,2024-08-23,96176.4
ACC004352,CUS006455,INS000004,3571102347704729,Savings,Closed,2020-02-28,33497.3
ACC004353,CUS004777,INS000004,0238813937299818,Savings,Inactive,2020-12-09,13751.46
ACC004354,CUS001744,INS000001,7632210814409306,Salary,Active,2025-10-08,13288.21
ACC004355,CUS006758,INS000003,9482721484634627,Savings,Active,2023-06-15,6116.85
ACC004356,CUS005533,INS000004,7142546330727312,Savings,Active,2020-01-31,16521.69
ACC004357,CUS000280,INS000003,5696614695614266,Current,Active,2026-04-04,17904.63
ACC004358,CUS006195,INS000001,0533920330098989,Savings,Active,2022-11-11,36351.19
ACC004359,CUS007445,INS000003,3961574434288118,Savings,Active,2019-04-09,6066.32
ACC004360,CUS003031,INS000002,4629820107228711,Savings,Active,2020-01-04,8326.51
ACC004361,CUS008539,INS000003,6488789833732025,Current,Active,2024-07-19,6192.19
ACC004362,CUS001397,INS000002,3539654027865607,Savings,Active,2024-03-02,30950.4
ACC004363,CUS006027,INS000001,4168811346984198,Savings,Active,2021-03-26,43052.11
ACC004364,CUS002774,INS000002,5538931750095614,Savings,Inactive,2022-12-26,82210.36
ACC004365,CUS006009,INS000005,8801939434938713,Savings,Active,2020-02-14,9706.93
ACC004366,CUS002771,INS000003,4439159367535946,Savings,Active,2025-02-24,17524.01
ACC004367,CUS006024,INS000004,4575262133879602,Savings,Active,2026-05-07,8656.37
ACC004368,CUS009211,INS000004,0415583019164631,Savings,Active,2022-05-15,9341.68
ACC004369,CUS003735,INS000003,2128331090692951,Current,Active,2020-10-16,35132.2
ACC004370,CUS000808,INS000003,2490921890009132,Savings,Active,2021-09-29,317921.03
ACC004371,CUS001801,INS000003,5311290472700318,Savings,Active,2021-04-14,12968.53
ACC004372,CUS009368,INS000003,5132505303465855,Current,Active,2021-05-29,4122.61
ACC004373,CUS008268,INS000003,5024360411037408,Current,Active,2023-04-17,152570.77
ACC004374,CUS000736,INS000002,6004512664978443,Savings,Active,2020-11-25,4128.94
ACC004375,CUS002690,INS000001,7610925944528791,Salary,Active,2024-10-31,15586.86
ACC004376,CUS005371,INS000004,4881341579192912,Savings,Inactive,2022-02-24,22958.14
ACC004377,CUS002308,INS000001,6847167110079851,Savings,Closed,2025-09-03,58817.52
ACC004378,CUS006461,INS000003,9218043996927176,Savings,Active,2019-07-12,88146.04
ACC004379,CUS001150,INS000004,9343175230352602,Current,Active,2023-11-09,17185.86
ACC004380,CUS004800,INS000001,4869663573462321,Current,Active,2020-07-03,150461.17
ACC004381,CUS000548,INS000002,6824197533284093,Current,Active,2026-08-03,17667.51
ACC004382,CUS009575,INS000004,9423503336564181,Savings,Active,2020-09-08,5825.4
ACC004383,CUS004262,INS000002,6230927078689100,Current,Closed,2019-10-24,20633.32
ACC004384,CUS006482,INS000005,8729242999063967,Savings,Active,2019-02-19,16940.58
ACC004385,CUS009008,INS000004,7392325112683317,Salary,Active,2024-02-22,13884.71
ACC004386,CUS003818,INS000004,4301719910651745,Savings,Active,2020-08-04,57984.73
ACC004387,CUS000414,INS000004,8099741649273055,Savings,Active,2025-02-25,4778.99
ACC004388,CUS003812,INS000003,9319426021812995,Salary,Active,2020-03-16,39612.55
ACC004389,CUS000703,INS000002,7858900167807395,Savings,Active,2018-11-25,23474.89
ACC004390,CUS005145,INS000004,6238127784016889,Savings,Active,2019-05-28,7234.28
ACC004391,CUS008964,INS000002,7274856136626287,Savings,Active,2020-02-03,25712.18
ACC004392,CUS001526,INS000003,3448762198211217,Current,Active,2022-04-19,101107.09
ACC004393,CUS003425,INS000003,8590126025324840,Savings,Inactive,2023-02-19,41241.03
ACC004394,CUS008641,INS000001,5991470926506482,Savings,Active,2025-05-18,12426.92
ACC004395,CUS002625,INS000001,3796135782618329,Savings,Active,2021-09-29,51241.89
ACC004396,CUS001563,INS000005,4111686698909495,Savings,Active,2019-11-26,6024.16
ACC004397,CUS007887,INS000004,1680405092277286,Salary,Active,2023-03-06,34894.62
ACC004398,CUS005208,INS000003,6345300470319416,Salary,Active,2023-10-20,114946.75
ACC004399,CUS003004,INS000005,4443358424670845,Salary,Active,2022-03-11,6253.65
ACC004400,CUS003308,INS000004,0437371256981104,Savings,Closed,2024-10-06,59240.93
ACC004401,CUS004146,INS000003,7485318246701788,Current,Active,2019-10-04,7707.78
ACC004402,CUS008375,INS000002,1354321812641507,Savings,Active,2019-04-15,21071.79
ACC004403,CUS000394,INS000001,9567576912013583,Savings,Active,2024-01-23,4753.4
ACC004404,CUS002925,INS000004,4229826961952545,Current,Active,2023-04-14,70091.78
ACC004405,CUS001769,INS000001,8728136227679279,Current,Active,2025-02-25,7131.64
ACC004406,CUS004282,INS000002,0541331794623836,Savings,Closed,2024-05-25,16952.01
ACC004407,CUS008281,INS000003,3690507314412047,Salary,Active,2018-09-21,76984.17
ACC004408,CUS000086,INS000001,4639524663216038,Current,Active,2026-07-12,38100.12
ACC004409,CUS003688,INS000001,0807365113327449,Current,Active,2024-05-07,55003.19
ACC004410,CUS000120,INS000002,7501482188097901,Salary,Active,2021-10-30,61451.29
ACC004411,CUS008280,INS000004,4373574001226330,Savings,Active,2020-02-21,33009.86
ACC004412,CUS009371,INS000005,0192988092882005,Current,Active,2019-05-01,152934.96
ACC004413,CUS000912,INS000003,5085691875946261,Savings,Active,2024-12-04,38543.39
ACC004414,CUS003366,INS000003,3221682808162173,Savings,Active,2023-01-07,18898.65
ACC004415,CUS008117,INS000004,0027134625384436,Savings,Closed,2026-01-16,16304.29
ACC004416,CUS002583,INS000005,6520410268033076,Current,Inactive,2019-12-08,15931.78
ACC004417,CUS004792,INS000001,9500872339517880,Salary,Active,2026-06-03,20700.71
ACC004418,CUS001743,INS000003,1431222881982642,Salary,Active,2019-01-04,56152.13
ACC004419,CUS000735,INS000001,5826244863987715,Savings,Inactive,2023-02-21,5788.5
ACC004420,CUS007115,INS000004,6510018035672152,Savings,Inactive,2022-10-30,3255.18
ACC004421,CUS000053,INS000004,4093835275617139,Current,Active,2025-12-16,3611.54
ACC004422,CUS001738,INS000005,7967277041256248,Salary,Active,2026-02-13,8698.04
ACC004423,CUS009928,INS000004,7819935725637008,Current,Inactive,2020-05-10,22821.41
ACC004424,CUS007684,INS000002,2512381962633653,Savings,Active,2026-01-01,87390.11
ACC004425,CUS003997,INS000001,8477733623425289,Current,Active,2019-11-08,22238.57
ACC004426,CUS001965,INS000004,6606475325573824,Savings,Active,2023-03-11,28703.34
ACC004427,CUS004969,INS000005,0793652899885505,Current,Inactive,2023-02-09,38954.69
ACC004428,CUS004734,INS000002,9206337067910428,Savings,Active,2019-11-11,46205.21
ACC004429,CUS008905,INS000001,5579873216282308,Savings,Active,2023-03-07,83260.48
ACC004430,CUS006128,INS000001,8035598871421923,Current,Active,2023-07-22,13966.05
ACC004431,CUS005843,INS000003,6466604589453284,Savings,Active,2018-11-03,14760.58
ACC004432,CUS008811,INS000003,3578847154159705,Savings,Active,2023-07-31,13827.9
ACC004433,CUS007281,INS000005,4134530453356657,Savings,Active,2023-04-29,96997.8
ACC004434,CUS008859,INS000003,2625626585962560,Savings,Active,2023-12-21,50665.34
ACC004435,CUS004270,INS000001,8108578800459889,Savings,Inactive,2020-04-12,25492.58
ACC004436,CUS006329,INS000005,3419961764432907,Savings,Active,2019-03-11,203974.98
ACC004437,CUS004492,INS000005,6582448987749854,Savings,Active,2025-06-10,15673.48
ACC004438,CUS001222,INS000004,8506781446494599,Savings,Active,2021-06-21,8357.06
ACC004439,CUS008101,INS000002,2485910615343366,Savings,Active,2025-02-07,5630.73
ACC004440,CUS004806,INS000005,7128810791084824,Savings,Inactive,2021-05-04,37134.23
ACC004441,CUS002613,INS000002,1794652256629523,Savings,Active,2025-03-04,6175.78
ACC004442,CUS009749,INS000001,0530513270872546,Savings,Active,2025-03-20,42600.43
ACC004443,CUS004558,INS000005,6223088615892507,Current,Inactive,2025-05-14,16494.86
ACC004444,CUS007694,INS000004,1333959752357965,Current,Active,2025-12-07,11361.03
ACC004445,CUS008307,INS000001,9314917077574093,Current,Active,2021-04-14,50320.08
ACC004446,CUS003802,INS000004,6024201197025623,Savings,Active,2025-04-24,12031.11
ACC004447,CUS006527,INS000002,6406386360574707,Savings,Active,2022-12-01,10530.08
ACC004448,CUS001231,INS000003,6703100511127761,Savings,Inactive,2025-10-26,21423.87
ACC004449,CUS001886,INS000001,3867293835865581,Current,Active,2020-07-22,12264.72
ACC004450,CUS003504,INS000002,2848550563530678,Savings,Active,2024-07-23,48961.65
ACC004451,CUS007673,INS000005,7384110734294641,Savings,Inactive,2021-07-16,90673.74
ACC004452,CUS005560,INS000002,1713938630858259,Current,Active,2022-10-21,222555.58
ACC004453,CUS006757,INS000002,2982812281618233,Salary,Active,2023-01-12,14190.65
ACC004454,CUS005289,INS000002,2941946007851815,Salary,Active,2025-11-18,11547.76
ACC004455,CUS002480,INS000001,7750411905078312,Current,Active,2023-05-16,5361.48
ACC004456,CUS005788,INS000002,6922396687293631,Savings,Active,2020-12-20,32289.67
ACC004457,CUS009964,INS000004,7868088882390052,Salary,Active,2023-01-17,77602.98
ACC004458,CUS000701,INS000003,2389241256374762,Current,Active,2023-05-06,6178.87
ACC004459,CUS006992,INS000001,6618407087371161,Current,Active,2024-06-26,5090.16
ACC004460,CUS009154,INS000003,7413527008780324,Savings,Active,2020-02-08,396053.91
ACC004461,CUS004433,INS000004,0971628347548002,Savings,Inactive,2025-06-19,5976.97
ACC004462,CUS003889,INS000002,9146726088601607,Savings,Active,2021-06-03,10912.22
ACC004463,CUS006423,INS000003,2238970895209811,Savings,Active,2022-08-06,2297.83
ACC004464,CUS001979,INS000002,4900187109126761,Savings,Active,2021-02-15,1432.09
ACC004465,CUS007399,INS000002,8182831031939810,Savings,Closed,2019-04-11,17839.38
ACC004466,CUS004205,INS000003,3574123157707330,Savings,Active,2024-10-05,80477.11
ACC004467,CUS001897,INS000005,1928729131031630,Savings,Active,2019-07-26,21723.66
ACC004468,CUS001150,INS000004,9840863093645885,Savings,Active,2019-04-09,2654.65
ACC004469,CUS003829,INS000005,6934407885861893,Savings,Active,2025-03-22,20604.85
ACC004470,CUS006471,INS000003,1929319826303599,Savings,Active,2024-03-27,4089.78
ACC004471,CUS005387,INS000003,4012361660333979,Savings,Active,2022-02-01,7713.53
ACC004472,CUS007656,INS000001,0588615653123415,Salary,Active,2022-02-15,23893.86
ACC004473,CUS006792,INS000004,7750144169930771,Savings,Active,2019-07-12,18831.85
ACC004474,CUS003348,INS000005,2321275092448737,Savings,Active,2026-06-07,27962.47
ACC004475,CUS008363,INS000004,2277015590053761,Savings,Closed,2019-08-27,63024.49
ACC004476,CUS003147,INS000004,3081677208096492,Savings,Active,2021-09-23,21053.08
ACC004477,CUS004217,INS000001,7167296913609539,Savings,Active,2019-09-24,10157.72
ACC004478,CUS005830,INS000001,3492306794673316,Salary,Inactive,2024-02-11,38757.97
ACC004479,CUS008191,INS000003,7198846613392628,Savings,Active,2026-04-12,4090.56
ACC004480,CUS008455,INS000003,9183789526492545,Savings,Active,2026-01-30,23196.35
ACC004481,CUS006282,INS000005,2524161663872395,Savings,Active,2025-12-25,80154.91
ACC004482,CUS005288,INS000003,1745184813267334,Current,Active,2019-03-19,10986.15
ACC004483,CUS006660,INS000004,4168378926549527,Savings,Active,2024-08-10,12014.25
ACC004484,CUS002249,INS000001,9713203133103373,Savings,Inactive,2026-05-15,140817.35
ACC004485,CUS002150,INS000004,3619134316917339,Savings,Active,2019-06-26,27654.38
ACC004486,CUS003057,INS000003,8832550118528776,Salary,Active,2026-01-27,24404.19
ACC004487,CUS002197,INS000002,3825307760132684,Current,Active,2019-07-14,28930.0
