investigation_id,transaction_id,fraud_prediction_id,investigation_status,investigation_priority,investigator_name,investigation_notes,investigation_result,created_at,resolved_at
INV000419,TXN022440,FRD022440,Open,Critical,Vamakshi Chadha,High-risk fraudulent transaction requires immediate investigation.,,2024-07-06 14:20:10,
INV000420,TXN022480,FRD022480,Closed,High,Eesha Wagle,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-04-17 15:23:17,2024-04-21 15:23:17
INV000421,TXN022492,FRD022492,In Progress,High,Lakshmi Murty,Medium-risk fraudulent transaction flagged for detailed review.,,2024-08-23 15:35:47,
INV000422,TXN022505,FRD022505,In Progress,High,Priya Bhagat,Medium-risk fraudulent transaction flagged for detailed review.,,2025-12-09 19:08:49,
INV000423,TXN022550,FRD022550,Closed,Critical,Jeremiah Bajaj,High-risk fraudulent transaction requires immediate investigation.,False Positive,2026-02-16 22:02:14,2026-02-20 22:02:14
INV000424,TXN022628,FRD022628,Open,High,Gautam Swamy,Medium-risk fraudulent transaction flagged for detailed review.,,2025-11-08 05:10:18,
INV000425,TXN022690,FRD022690,In Progress,High,Vedant Ganesan,Medium-risk fraudulent transaction flagged for detailed review.,,2025-08-27 02:40:56,
INV000426,TXN022952,FRD022952,Resolved,Critical,Sara Mohanty,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-12-02 19:29:48,2024-12-07 19:29:48
INV000427,TXN022956,FRD022956,In Progress,Critical,Pooja Pau,High-risk fraudulent transaction requires immediate investigation.,,2025-01-19 12:30:51,
INV000428,TXN022962,FRD022962,In Progress,Critical,Yug Sura,High-risk fraudulent transaction requires immediate investigation.,,2025-01-03 16:08:25,
INV000429,TXN023019,FRD023019,In Progress,Critical,Wazir Sachdev,High-risk fraudulent transaction requires immediate investigation.,,2024-07-01 14:46:59,
INV000430,TXN023127,FRD023127,In Progress,High,Nitesh Dani,Medium-risk fraudulent transaction flagged for detailed review.,,2025-01-07 01:19:39,
INV000431,TXN023301,FRD023301,In Progress,Critical,Manya Badal,High-risk fraudulent transaction requires immediate investigation.,,2024-02-21 19:12:09,
INV000432,TXN023319,FRD023319,Open,Critical,Leela Trivedi,High-risk fraudulent transaction requires immediate investigation.,,2025-10-08 17:17:56,
INV000433,TXN023343,FRD023343,In Progress,Critical,Yashoda Deshmukh,High-risk fraudulent transaction requires immediate investigation.,,2025-01-10 17:20:23,
INV000434,TXN023614,FRD023614,Resolved,High,Ladli Lanka,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-07-01 09:51:53,2024-07-05 09:51:53
INV000435,TXN023889,FRD023889,Closed,Critical,Yashoda Babu,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-08-31 01:11:09,2024-09-01 01:11:09
INV000436,TXN023902,FRD023902,Closed,High,Qabil Ben,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-07-02 08:18:45,2025-07-04 08:18:45
INV000437,TXN023914,FRD023914,In Progress,Critical,Triya Shenoy,High-risk fraudulent transaction requires immediate investigation.,,2026-04-01 18:46:44,
INV000438,TXN023915,FRD023915,Closed,High,Baghyawati Jha,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-09-02 21:59:24,2024-09-07 21:59:24
INV000439,TXN023919,FRD023919,In Progress,High,Veda Ganesan,Medium-risk fraudulent transaction flagged for detailed review.,,2024-11-05 22:46:45,
INV000440,TXN023956,FRD023956,Closed,High,Vansha Padmanabhan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-09-06 17:56:14,2025-09-10 17:56:14
INV000441,TXN024054,FRD024054,In Progress,High,Kai Gara,Medium-risk fraudulent transaction flagged for detailed review.,,2025-06-06 05:55:41,
INV000442,TXN024131,FRD024131,Resolved,High,Yashoda Sachdeva,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-03-23 03:47:23,2024-03-26 03:47:23
INV000443,TXN024137,FRD024137,Closed,High,Pranit Kale,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-05-22 09:39:33,2025-05-28 09:39:33
INV000444,TXN024154,FRD024154,Closed,High,Ekbal Choudhary,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-07-17 20:40:35,2024-07-22 20:40:35
INV000445,TXN024214,FRD024214,In Progress,High,Isha Kari,Medium-risk fraudulent transaction flagged for detailed review.,,2026-05-20 23:56:20,
INV000446,TXN024394,FRD024394,Resolved,High,Agastya Balan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-12 12:26:56,2024-12-13 12:26:56
INV000447,TXN024413,FRD024413,Resolved,High,Divya Yohannan,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-02-09 18:14:14,2024-02-16 18:14:14
INV000448,TXN024639,FRD024639,Closed,High,Hemani Wali,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-10-18 19:20:48,2025-10-25 19:20:48
INV000449,TXN024771,FRD024771,Resolved,Critical,Theodore Nayak,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-03-18 02:31:38,2024-03-24 02:31:38
INV000450,TXN024994,FRD024994,Resolved,High,Udant Singhal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-07-09 15:22:40,2025-07-14 15:22:40
INV000451,TXN025015,FRD025015,Closed,High,Harish Din,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-07-22 05:36:32,2025-07-29 05:36:32
INV000452,TXN025098,FRD025098,In Progress,High,Dev Chauhan,Medium-risk fraudulent transaction flagged for detailed review.,,2024-07-27 08:33:35,
INV000453,TXN025101,FRD025101,Resolved,Critical,Brijesh Ahuja,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-10-26 10:06:19,2025-10-30 10:06:19
INV000454,TXN025146,FRD025146,Resolved,High,Meera Tata,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-06-20 15:16:30,2025-06-21 15:16:30
INV000455,TXN025147,FRD025147,Resolved,High,Christopher Bansal,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-02-07 01:09:02,2026-02-14 01:09:02
INV000456,TXN025178,FRD025178,Closed,Critical,Harsh Dhawan,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-03-27 06:12:30,2026-04-02 06:12:30
INV000457,TXN025197,FRD025197,In Progress,Critical,Yashasvi Sundaram,High-risk fraudulent transaction requires immediate investigation.,,2024-01-16 05:58:52,
INV000458,TXN025230,FRD025230,Closed,High,Vasatika Singhal,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-02-06 04:33:10,2025-02-10 04:33:10
INV000459,TXN025279,FRD025279,Closed,High,Yug Morar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-01-29 05:38:38,2025-01-30 05:38:38
INV000460,TXN025318,FRD025318,In Progress,High,Imaran Subramanian,Medium-risk fraudulent transaction flagged for detailed review.,,2024-01-30 00:33:43,
INV000461,TXN025340,FRD025340,Closed,High,Quincy Bahri,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-08-01 13:32:32,2025-08-08 13:32:32
INV000462,TXN025511,FRD025511,Resolved,High,Ansh Dhingra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-26 21:43:26,2024-11-02 21:43:26
INV000463,TXN025599,FRD025599,Resolved,Critical,Zinal Krishnan,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-06-24 23:31:27,2024-06-30 23:31:27
INV000464,TXN025642,FRD025642,In Progress,High,Adya Mand,Medium-risk fraudulent transaction flagged for detailed review.,,2025-03-10 06:56:07,
INV000465,TXN025669,FRD025669,In Progress,High,Brijesh Chakraborty,Medium-risk fraudulent transaction flagged for detailed review.,,2025-04-26 14:39:49,
INV000466,TXN025676,FRD025676,Resolved,High,Maanas Rout,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-05-24 20:32:33,2024-05-27 20:32:33
INV000467,TXN025833,FRD025833,Closed,High,Yuvraj Loke,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-01-18 03:58:45,2024-01-19 03:58:45
INV000468,TXN025841,FRD025841,Resolved,High,Baljiwan Prabhu,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-09-21 21:17:33,2024-09-23 21:17:33
INV000469,TXN025843,FRD025843,Resolved,Critical,Urvashi Nayak,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-05-18 14:44:24,2025-05-23 14:44:24
INV000470,TXN025849,FRD025849,Closed,High,Laban Prasad,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-04-19 09:59:15,2025-04-26 09:59:15
INV000471,TXN025952,FRD025952,Open,High,Bhavika Ramanathan,Medium-risk fraudulent transaction flagged for detailed review.,,2024-03-03 17:02:31,
INV000472,TXN025970,FRD025970,Resolved,Critical,Noah Misra,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-02-08 15:57:06,2026-02-12 15:57:06
INV000473,TXN026010,FRD026010,Closed,Critical,Adya Hari,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-02-19 23:52:11,2025-02-24 23:52:11
INV000474,TXN026056,FRD026056,In Progress,High,Adya Bal,Medium-risk fraudulent transaction flagged for detailed review.,,2025-07-29 02:41:08,
INV000475,TXN026090,FRD026090,In Progress,Critical,Om Khare,High-risk fraudulent transaction requires immediate investigation.,,2024-08-17 04:23:21,
INV000476,TXN026126,FRD026126,Resolved,Critical,Sanaya Issac,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-06-18 19:36:25,2024-06-19 19:36:25
INV000477,TXN026148,FRD026148,Closed,High,Shravya Yohannan,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-04-22 08:32:49,2024-04-25 08:32:49
INV000478,TXN026165,FRD026165,In Progress,Critical,Imaran Hegde,High-risk fraudulent transaction requires immediate investigation.,,2025-11-22 01:23:44,
INV000479,TXN026216,FRD026216,Resolved,High,Vedant Din,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-09-17 04:05:11,2025-09-23 04:05:11
INV000480,TXN026250,FRD026250,In Progress,High,Robert Natt,Medium-risk fraudulent transaction flagged for detailed review.,,2025-12-09 06:28:39,
INV000481,TXN026272,FRD026272,Closed,High,Jagrati Bera,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-04-28 08:12:57,2024-05-05 08:12:57
INV000482,TXN026337,FRD026337,In Progress,High,Nitesh Balasubramanian,Medium-risk fraudulent transaction flagged for detailed review.,,2024-09-07 13:23:16,
INV000483,TXN026361,FRD026361,In Progress,High,Pranit Atwal,Medium-risk fraudulent transaction flagged for detailed review.,,2024-03-23 17:16:33,
INV000484,TXN026421,FRD026421,Resolved,Critical,Benjamin Anne,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-03-26 07:50:28,2024-03-28 07:50:28
INV000485,TXN026439,FRD026439,Resolved,High,Vivaan Kapur,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-11-10 23:04:47,2024-11-16 23:04:47
INV000486,TXN026448,FRD026448,In Progress,High,Logan Deol,Medium-risk fraudulent transaction flagged for detailed review.,,2025-01-31 22:52:01,
INV000487,TXN026499,FRD026499,Closed,High,Aryan Bose,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-10-22 16:52:08,2025-10-23 16:52:08
INV000488,TXN026584,FRD026584,Resolved,Critical,Manthan Shenoy,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-06-19 09:37:39,2025-06-26 09:37:39
INV000489,TXN026643,FRD026643,In Progress,High,Ishwar Parsa,Medium-risk fraudulent transaction flagged for detailed review.,,2025-07-06 11:28:09,
INV000490,TXN026761,FRD026761,Open,Critical,Radhika Chand,High-risk fraudulent transaction requires immediate investigation.,,2025-11-06 06:18:16,
INV000491,TXN026819,FRD026819,Closed,High,Leena Shroff,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-03-07 12:56:44,2024-03-13 12:56:44
INV000492,TXN027331,FRD027331,In Progress,High,Gaurav Singhal,Medium-risk fraudulent transaction flagged for detailed review.,,2024-03-16 05:32:37,
INV000493,TXN027390,FRD027390,Open,High,Kiaan Bora,Medium-risk fraudulent transaction flagged for detailed review.,,2025-03-14 20:06:37,
INV000494,TXN027434,FRD027434,Closed,High,Forum Dugal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-04-30 19:51:57,2026-05-01 19:51:57
INV000495,TXN027440,FRD027440,In Progress,High,Baljiwan Bansal,Medium-risk fraudulent transaction flagged for detailed review.,,2024-07-14 06:51:56,
INV000496,TXN027465,FRD027465,Closed,Critical,Upadhriti Pall,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-01-15 09:42:01,2026-01-22 09:42:01
INV000497,TXN027481,FRD027481,In Progress,High,Udarsh Batta,Medium-risk fraudulent transaction flagged for detailed review.,,2024-08-18 04:21:07,
INV000498,TXN027546,FRD027546,Open,Critical,Zansi Hayer,High-risk fraudulent transaction requires immediate investigation.,,2026-01-04 19:35:35,
INV000499,TXN027570,FRD027570,Closed,Critical,Bachittar Korpal,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-03-04 04:58:03,2024-03-07 04:58:03
INV000500,TXN027572,FRD027572,In Progress,High,Caleb Kohli,Medium-risk fraudulent transaction flagged for detailed review.,,2025-03-05 05:50:55,
INV000501,TXN027589,FRD027589,Resolved,High,Dhruv Pradhan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-01-12 08:13:42,2026-01-18 08:13:42
INV000502,TXN027609,FRD027609,Closed,High,Isaiah Dutt,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-09-30 20:25:57,2025-10-04 20:25:57
INV000503,TXN027684,FRD027684,Resolved,High,Orinder Hayer,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-02-12 18:22:14,2024-02-14 18:22:14
INV000504,TXN027709,FRD027709,Closed,Critical,Baljiwan Deep,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-06-03 10:25:48,2024-06-06 10:25:48
INV000505,TXN027814,FRD027814,Resolved,High,Udarsh Dube,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-05-22 00:11:33,2025-05-27 00:11:33
INV000506,TXN027942,FRD027942,Open,High,Raghav Krishnan,Medium-risk fraudulent transaction flagged for detailed review.,,2024-01-10 01:44:12,
INV000507,TXN028108,FRD028108,Resolved,High,Robert Sekhon,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-05-12 01:15:15,2026-05-17 01:15:15
INV000508,TXN028183,FRD028183,Resolved,Critical,Pallavi Devi,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-05-04 05:13:42,2025-05-07 05:13:42
INV000509,TXN028198,FRD028198,Resolved,High,Lohit Padmanabhan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-07-23 19:51:16,2025-07-29 19:51:16
INV000510,TXN028253,FRD028253,Closed,Critical,Panini Gaba,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-04-19 23:25:30,2024-04-20 23:25:30
INV000511,TXN028294,FRD028294,Closed,High,Yadavi Upadhyay,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-11-21 01:31:04,2024-11-24 01:31:04
INV000512,TXN028394,FRD028394,Resolved,High,Raghav Gaba,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-02-16 08:47:54,2025-02-20 08:47:54
INV000513,TXN028817,FRD028817,Closed,Critical,Jeremiah Brahmbhatt,High-risk fraudulent transaction requires immediate investigation.,False Positive,2026-04-19 17:44:53,2026-04-24 17:44:53
INV000514,TXN028826,FRD028826,Open,Critical,Abdul Basu,High-risk fraudulent transaction requires immediate investigation.,,2024-09-17 11:40:47,
INV000515,TXN028839,FRD028839,Closed,High,Triveni Badal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-05-08 02:56:56,2025-05-11 02:56:56
INV000516,TXN028845,FRD028845,In Progress,Critical,Zarna More,High-risk fraudulent transaction requires immediate investigation.,,2024-06-24 20:47:46,
INV000517,TXN028866,FRD028866,Resolved,Critical,Varenya Banerjee,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-08-06 12:54:11,2024-08-12 12:54:11
INV000518,TXN028897,FRD028897,In Progress,Critical,Pavani Varty,High-risk fraudulent transaction requires immediate investigation.,,2026-02-19 05:55:06,
INV000519,TXN028914,FRD028914,Resolved,High,Teerth Krishna,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-11-11 16:25:16,2024-11-18 16:25:16
INV000520,TXN028991,FRD028991,Closed,Critical,Januja Goda,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-10-26 18:21:36,2025-10-27 18:21:36
INV000521,TXN029002,FRD029002,Closed,High,Jatin Bhattacharyya,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-06-11 13:12:13,2024-06-18 13:12:13
INV000522,TXN029007,FRD029007,Closed,High,Yatan Oza,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-03-05 09:37:16,2025-03-10 09:37:16
INV000523,TXN029028,FRD029028,Resolved,High,Oscar Bhatia,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-04-12 09:21:45,2025-04-16 09:21:45
INV000524,TXN029068,FRD029068,Resolved,High,Ekapad Zacharia,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-05-17 22:17:18,2026-05-19 22:17:18
INV000525,TXN029122,FRD029122,Resolved,High,Bhavna Prasad,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-02-08 21:42:19,2024-02-15 21:42:19
INV000526,TXN029127,FRD029127,Open,High,Triya Sinha,Medium-risk fraudulent transaction flagged for detailed review.,,2025-03-31 03:33:40,
INV000527,TXN029180,FRD029180,In Progress,High,Timothy Tripathi,Medium-risk fraudulent transaction flagged for detailed review.,,2024-05-13 23:19:35,
INV000528,TXN029292,FRD029292,Open,High,Rohan Kari,Medium-risk fraudulent transaction flagged for detailed review.,,2026-03-07 16:06:34,
INV000529,TXN029427,FRD029427,Closed,High,Aayush Pall,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-12-01 10:25:07,2025-12-05 10:25:07
INV000530,TXN029475,FRD029475,Resolved,Critical,Pooja Ravi,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-02-07 15:31:25,2025-02-10 15:31:25
INV000531,TXN029557,FRD029557,Resolved,High,Upkaar Divan,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-04-26 19:01:46,2026-05-02 19:01:46
INV000532,TXN029561,FRD029561,Open,High,Utkarsh Dada,Medium-risk fraudulent transaction flagged for detailed review.,,2025-09-04 09:16:30,
INV000533,TXN029565,FRD029565,In Progress,High,Eshana Mitra,Medium-risk fraudulent transaction flagged for detailed review.,,2026-02-11 05:46:59,
INV000534,TXN029655,FRD029655,Closed,High,Jasmit Dutt,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-06-26 03:44:34,2026-07-01 03:44:34
INV000535,TXN029916,FRD029916,Closed,High,Chavvi Mittal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-03-29 06:21:39,2025-04-04 06:21:39
INV000536,TXN029969,FRD029969,Closed,High,Manya Chandra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-05-16 17:45:25,2024-05-17 17:45:25
INV000537,TXN029987,FRD029987,Resolved,High,Mohini Chand,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-27 20:35:11,2024-10-28 20:35:11
INV000538,TXN029994,FRD029994,Resolved,High,Ekalinga Sandal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-08-09 05:04:45,2025-08-16 05:04:45
INV000539,TXN030024,FRD030024,Resolved,High,Arunima Gulati,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-05-01 21:53:09,2025-05-05 21:53:09
INV000540,TXN030111,FRD030111,Open,High,Varenya Konda,Medium-risk fraudulent transaction flagged for detailed review.,,2025-06-26 09:59:43,
INV000541,TXN030150,FRD030150,Resolved,High,Ati Dewan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-11-02 15:11:25,2025-11-08 15:11:25
INV000542,TXN030198,FRD030198,In Progress,High,Vihaan Jayaraman,Medium-risk fraudulent transaction flagged for detailed review.,,2025-11-23 10:11:55,
INV000543,TXN030289,FRD030289,In Progress,Critical,Lajita Jha,High-risk fraudulent transaction requires immediate investigation.,,2024-11-22 21:41:46,
INV000544,TXN030360,FRD030360,Closed,Critical,Max Devi,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-03-12 06:20:33,2024-03-18 06:20:33
INV000545,TXN030395,FRD030395,Resolved,High,Mitali Bhatnagar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-04-18 22:58:51,2024-04-19 22:58:51
INV000546,TXN030400,FRD030400,Resolved,High,Bhavani Shenoy,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-02-06 13:48:24,2026-02-10 13:48:24
INV000547,TXN030579,FRD030579,Closed,High,Daniel Vaidya,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-01-06 11:32:11,2025-01-09 11:32:11
INV000548,TXN030632,FRD030632,In Progress,High,Radhika Rajagopal,Medium-risk fraudulent transaction flagged for detailed review.,,2026-04-28 10:57:32,
INV000549,TXN030694,FRD030694,In Progress,Critical,Zinal Chhabra,High-risk fraudulent transaction requires immediate investigation.,,2026-05-08 11:24:42,
INV000550,TXN030703,FRD030703,Closed,High,Ekani Wason,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-08-16 21:35:44,2024-08-23 21:35:44
INV000551,TXN030707,FRD030707,In Progress,Critical,Harsh Bobal,High-risk fraudulent transaction requires immediate investigation.,,2024-04-16 02:53:23,
INV000552,TXN030743,FRD030743,Closed,High,Rehaan Patil,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-01-05 23:30:26,2025-01-10 23:30:26
INV000553,TXN030912,FRD030912,In Progress,Critical,Vedant Deshpande,High-risk fraudulent transaction requires immediate investigation.,,2025-10-22 23:48:28,
INV000554,TXN030919,FRD030919,Resolved,High,Chandresh Dora,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-03-26 04:20:30,2026-04-01 04:20:30
INV000555,TXN030963,FRD030963,Open,High,Ranveer Bora,Medium-risk fraudulent transaction flagged for detailed review.,,2026-03-25 13:57:48,
INV000556,TXN031180,FRD031180,Resolved,High,Tristan Chowdhury,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-04-03 06:38:12,2026-04-05 06:38:12
INV000557,TXN031252,FRD031252,Resolved,Critical,Harshil Pandit,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-01-15 16:01:59,2025-01-20 16:01:59
INV000558,TXN031280,FRD031280,Resolved,High,Hema Nadig,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-02-08 08:37:07,2024-02-15 08:37:07
INV000559,TXN031305,FRD031305,In Progress,Critical,Raagini Magar,High-risk fraudulent transaction requires immediate investigation.,,2026-06-29 16:53:09,
INV000560,TXN031402,FRD031402,Open,High,Bhavya Kota,Medium-risk fraudulent transaction flagged for detailed review.,,2025-01-05 03:37:23,
INV000561,TXN031459,FRD031459,Resolved,Critical,Jai Mani,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-09-28 20:16:29,2025-10-04 20:16:29
INV000562,TXN031468,FRD031468,Closed,High,Chaaya Kale,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-10-07 08:41:07,2025-10-14 08:41:07
INV000563,TXN031482,FRD031482,In Progress,High,Ekalinga Bumb,Medium-risk fraudulent transaction flagged for detailed review.,,2025-08-29 12:06:02,
INV000564,TXN031502,FRD031502,In Progress,High,Urvi Mammen,Medium-risk fraudulent transaction flagged for detailed review.,,2024-08-25 13:22:40,
INV000565,TXN031561,FRD031561,Resolved,High,Avni Choudhury,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-07-24 14:51:29,2025-07-28 14:51:29
INV000566,TXN031582,FRD031582,In Progress,Critical,Bhavika Sama,High-risk fraudulent transaction requires immediate investigation.,,2025-09-24 07:38:21,
INV000567,TXN031828,FRD031828,Resolved,Critical,Ekanta Chadha,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-11-11 14:49:07,2024-11-18 14:49:07
INV000568,TXN031836,FRD031836,Closed,High,Manbir Tara,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-06-13 13:32:06,2025-06-20 13:32:06
INV000569,TXN031885,FRD031885,In Progress,High,Owen Som,Medium-risk fraudulent transaction flagged for detailed review.,,2024-09-23 00:10:33,
INV000570,TXN031898,FRD031898,Closed,Critical,Anvi Badami,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-12-05 20:17:46,2025-12-10 20:17:46
INV000571,TXN031924,FRD031924,Resolved,High,Manya Maharaj,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-02-07 21:07:58,2024-02-08 21:07:58
INV000572,TXN031942,FRD031942,Open,Critical,Aditya Sarraf,High-risk fraudulent transaction requires immediate investigation.,,2024-02-13 10:48:03,
INV000573,TXN031947,FRD031947,Closed,High,Victor Ahluwalia,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-11-25 11:28:12,2024-11-27 11:28:12
INV000574,TXN031948,FRD031948,Closed,High,Quincy Krishnan,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-04-26 01:15:27,2026-04-29 01:15:27
INV000575,TXN032018,FRD032018,Resolved,High,Timothy Mandal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-03-18 05:54:26,2026-03-19 05:54:26
INV000576,TXN032034,FRD032034,Resolved,Critical,Daksh Dube,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-06-03 17:52:55,2024-06-04 17:52:55
INV000577,TXN032127,FRD032127,In Progress,High,Rushil Sarin,Medium-risk fraudulent transaction flagged for detailed review.,,2024-01-22 02:49:25,
INV000578,TXN032208,FRD032208,Open,Critical,Jack Palan,High-risk fraudulent transaction requires immediate investigation.,,2025-09-06 12:28:58,
INV000579,TXN032260,FRD032260,Closed,Critical,Chakradev Narang,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-08-27 06:04:12,2025-09-01 06:04:12
INV000580,TXN032320,FRD032320,Resolved,High,Dayita Chatterjee,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-06-25 10:06:40,2025-06-30 10:06:40
INV000581,TXN032359,FRD032359,Resolved,Critical,Charles Dhingra,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-06-22 04:35:49,2026-06-23 04:35:49
INV000582,TXN032360,FRD032360,Resolved,High,Banjeet Vig,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-03-12 03:11:41,2025-03-17 03:11:41
INV000583,TXN032426,FRD032426,Closed,Critical,Kiaan Rama,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-01-08 15:18:27,2024-01-09 15:18:27
INV000584,TXN032442,FRD032442,Resolved,Critical,Advika Guha,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-04-04 18:26:00,2024-04-09 18:26:00
